Titanic passager,Status,Home Country,Age,Crew or Passenger?,Gender,Class / Department,Ticket Number,Fare Price
"LUNDSTRöM, Mr Thure Edvin",Survivor,Sweden,32.0,Passenger,Male,3rd Class,350403,£7 11s 7d
"CONNOLLY, Miss Kate [2]",Victim,Ireland,35.0,Passenger,Female,3rd Class,330972,£7 12s 7d
"O'SULLIVAN, Miss Bridget Mary",Victim,Ireland,21.0,Passenger,Female,3rd Class,330909,£7 12s 7d
"MOEN, Mr Sigurd Hansen",Victim,Norway,27.0,Passenger,Male,3rd Class,348123,£7 13s
"SøHOLT, Mr Peter Andreas Lauritz Andersen",Victim,Norway,19.0,Passenger,Male,3rd Class,348124,£7 13s
"ABELSETH, Mr Olaus Jørgensen",Survivor,United States,25.0,Passenger,Male,3rd Class,348122,£7 13s
"HUMBLEN, Mr Adolf Mathias Nicolai Olsen",Victim,Norway,42.0,Passenger,Male,3rd Class,348121,£7 13s
"ABELSETH, Miss Karen Marie",Survivor,Norway,16.0,Passenger,Female,3rd Class,348125,£7 13s
"SALKJELSVIK, Miss Anna Kristine",Survivor,Norway,21.0,Passenger,Female,3rd Class,343120,£7 13s
"GALLAGHER, Mr Martin",Victim,Ireland,29.0,Passenger,Male,3rd Class,36864,£7 14s 10d
"RIORDAN, Miss Hannah",Survivor,Ireland,18.0,Passenger,Female,3rd Class,334915,£7 14s 5d
"BRADLEY, Miss Bridget Delia",Survivor,Ireland,22.0,Passenger,Female,3rd Class,334914,£7 14s 6d
"SCANLAN, Mr James",Victim,Ireland,22.0,Passenger,Male,3rd Class,36209,£7 14s 6d
"SADLIER, Mr Matthew",Victim,Ireland,20.0,Passenger,Male,3rd Class,367655,£7 14s 7d
"CHARTERS, Mr David",Victim,Ireland,20.0,Passenger,Male,3rd Class,13032,£7 14s 8d
"CONLIN, Mr Thomas Henry",Victim,United States,31.0,Passenger,Male,3rd Class,21332,£7 14s 8d
"O'CONNELL, Mr Patrick Denis",Victim,Ireland,17.0,Passenger,Male,3rd Class,334912,£7 14s 8d
"GILNAGH, Miss Mary Katherine",Survivor,Ireland,17.0,Passenger,Female,3rd Class,35851,£7 14s 8d
"MULLEN, Miss Katherine ""Katie""",Survivor,Ireland,21.0,Passenger,Female,3rd Class,35852,£7 14s 8d
"SMYTH, Miss Julia",Survivor,Ireland,17.0,Passenger,Female,3rd Class,335432,£7 14s 8d
"HARGADON, Miss Catherine ""Kate""",Victim,Ireland,17.0,Passenger,Female,3rd Class,30631,£7 14s 8d
"KILGANNON, Mr Thomas",Victim,Ireland,22.0,Passenger,Male,3rd Class,36865,£7 14s 9d
"MANNION, Miss Margaret",Survivor,Ireland,28.0,Passenger,Female,3rd Class,36866,£7 14s 9d
"MCCORMACK, Mr Thomas Joseph",Survivor,United States,19.0,Passenger,Male,3rd Class,367228,£7 15s
"DALY, Mr Eugene Patrick",Survivor,Ireland,29.0,Passenger,Male,3rd Class,382651,£7 15s
"KENNEDY, Mr John",Survivor,Ireland,24.0,Passenger,Male,3rd Class,368783,£7 15s
"O'KEEFE, Mr Patrick",Survivor,Ireland,21.0,Passenger,Male,3rd Class,368402,£7 15s
"CONNAGHTON, Mr Michael",Victim,Ireland,31.0,Passenger,Male,3rd Class,335097,£7 15s
"CONNORS, Mr Patrick",Victim,Ireland,66.0,Passenger,Male,3rd Class,370369,£7 15s
"DWAN, Mr Frank",Victim,Ireland,65.0,Passenger,Male,3rd Class,336439,£7 15s
"FARRELL, Mr James ""Jim""",Victim,Ireland,25.0,Passenger,Male,3rd Class,367232,£7 15s
"FOLEY, Mr William",Victim,Ireland,20.0,Passenger,Male,3rd Class,365235,£7 15s
"KEANE, Mr Andrew ""Andy""",Victim,Ireland,23.0,Passenger,Male,3rd Class,12460,£7 15s
"LANE, Mr Patrick",Victim,Ireland,16.0,Passenger,Male,3rd Class,7935,£7 15s
"MCMAHON, Mr Martin",Victim,Ireland,20.0,Passenger,Male,3rd Class,370372,£7 15s
"MERNAGH, Mr Robert",Victim,Ireland,28.0,Passenger,Male,3rd Class,368703,£7 15s
"SHAUGHNESSY, Mr Patrick",Victim,Ireland,24.0,Passenger,Male,3rd Class,370374,£7 15s
"O'CONNOR, Mr Patrick",Victim,Ireland,23.0,Passenger,Male,3rd Class,366713,£7 15s
"TOBIN, Mr Roger",Victim,Ireland,20.0,Passenger,Male,3rd Class,383121,£7 15s
"RYAN, Mr Edward",Survivor,Ireland,24.0,Passenger,Male,3rd Class,383162,£7 15s
"BJöRKLUND, Mr Ernst Herbert",Victim,Sweden,18.0,Passenger,Male,3rd Class,347090,£7 15s
"CANAVAN, Mr Patrick",Victim,Ireland,21.0,Passenger,Male,3rd Class,364858,£7 15s
"DOOLEY, Mr Patrick",Victim,Ireland,38.0,Passenger,Male,3rd Class,370376,£7 15s
"FLYNN, Mr James",Victim,Ireland,28.0,Passenger,Male,3rd Class,364851,£7 15s
"FOX, Mr Patrick",Victim,Ireland,28.0,Passenger,Male,3rd Class,368573,£7 15s
"HORGAN, Mr John",Victim,,22.0,Passenger,Male,3rd Class,370377,£7 15s
"KIERNAN, Mr John",Victim,United States,25.0,Passenger,Male,3rd Class,367227,£7 15s
"KIERNAN, Mr Philip",Victim,Ireland,22.0,Passenger,Male,3rd Class,367229,£7 15s
"MEEHON, Mr John",Victim,Ireland,22.0,Passenger,Male,3rd Class,3130,£7 15s
"MORROW, Mr Thomas Rowan",Victim,Ireland,30.0,Passenger,Male,3rd Class,372622,£7 15s
"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",Victim,Sweden,18.0,Passenger,Male,3rd Class,347078,£7 15s
"O'CONNOR, Mr Maurice",Victim,Ireland,16.0,Passenger,Male,3rd Class,371060,£7 15s
"WIDEGREN, Mr Carl / Charles Peter",Victim,,51.0,Passenger,Male,3rd Class,347064,£7 15s
"CONNOLLY, Miss Kate [1]",Survivor,Ireland,23.0,Passenger,Female,3rd Class,370373,£7 15s
"CORR, Miss Helen",Survivor,Ireland,16.0,Passenger,Female,3rd Class,367231,£7 15s
"GLYNN, Miss Mary Agatha",Survivor,Ireland,19.0,Passenger,Female,3rd Class,335677,£7 15s
"HEALY, Miss Hanora ""Nora""",Survivor,Ireland,29.0,Passenger,Female,3rd Class,370375,£7 15s
"JERMYN, Miss Annie Jane",Survivor,Ireland,26.0,Passenger,Female,3rd Class,14313,£7 15s
"KELLY, Miss Anna Katherine",Survivor,Ireland,20.0,Passenger,Female,3rd Class,9234,£7 15s
"KELLY, Miss Mary",Survivor,Ireland,22.0,Passenger,Female,3rd Class,14312,£7 15s
"MADIGAN, Miss Margaret",Survivor,Ireland,21.0,Passenger,Female,3rd Class,370370,£7 15s
"MCCARTHY, Miss Catherine ""Katie""",Survivor,Ireland,24.0,Passenger,Female,3rd Class,383123,£7 15s
"MULVIHILL, Miss Bridget Elizabeth",Survivor,Ireland,25.0,Passenger,Female,3rd Class,382653,£7 15s
"NYSTEN, Miss Anna Sofia",Survivor,Sweden,22.0,Passenger,Female,3rd Class,347081,£7 15s
"O'DRISCOLL, Miss Bridget",Survivor,Ireland,27.0,Passenger,Female,3rd Class,14311,£7 15s
"BOURKE, Miss Mary",Victim,Ireland,40.0,Passenger,Female,3rd Class,364848,£7 15s
"CANAVAN, Miss Mary",Victim,Ireland,22.0,Passenger,Female,3rd Class,364846,£7 15s
"CARR, Miss Jane",Victim,Ireland,45.0,Passenger,Female,3rd Class,368364,£7 15s
"DONOHOE, Miss Bridget",Victim,Ireland,21.0,Passenger,Female,3rd Class,364856,£7 15s
"DOYLE, Miss Elizabeth",Victim,Ireland,24.0,Passenger,Female,3rd Class,368702,£7 15s
"FLEMING, Miss Honora",Victim,Ireland,22.0,Passenger,Female,3rd Class,364859,£7 15s
"HENRY, Miss Bridget Delia",Victim,Ireland,21.0,Passenger,Female,3rd Class,382649,£7 15s
"LINDBLOM, Miss Augusta Charlotta",Victim,Sweden,45.0,Passenger,Female,3rd Class,347073,£7 15s
"MANGAN, Miss Mary",Victim,Ireland,32.0,Passenger,Female,3rd Class,364850,£7 15s
"MCGOWAN, Miss Katherine",Victim,Ireland,42.0,Passenger,Female,3rd Class,9232,£7 15s
"MCNEILL, Miss Bridget",Victim,Ireland,27.0,Passenger,Female,3rd Class,370368,£7 15s
"NAUGHTON, Miss Hannah",Victim,Ireland,21.0,Passenger,Female,3rd Class,365237,£7 15s
"SMYTH, Mr Thomas",Victim,Ireland,26.0,Passenger,Male,3rd Class,384461,£7 15s
"BROBECK, Mr Karl Rudolf",Victim,Sweden,22.0,Passenger,Male,3rd Class,350045,£7 15s 11d
"CARLSSON, Mr August Sigfrid",Victim,Sweden,28.0,Passenger,Male,3rd Class,350042,£7 15s 11d
"SVENSSON, Mr Olof",Victim,Sweden,24.0,Passenger,Male,3rd Class,350035,£7 15s 11d
"JOHANSSON, Mr Erik",Victim,Sweden,22.0,Passenger,Male,3rd Class,350052,£7 15s 11d
"KARLSSON, Mr Einar Gervasius",Survivor,Sweden,21.0,Passenger,Male,3rd Class,350053,£7 15s 11d
"ASPLUND, Mr Johan Charles",Survivor,Sweden,23.0,Passenger,Male,3rd Class,350054,£7 15s 11d
"JANSSON, Mr Carl Olof",Survivor,Sweden,21.0,Passenger,Male,3rd Class,350034,£7 15s 11d
"TENGLIN, Mr Gunnar Isidor",Survivor,Sweden,25.0,Passenger,Male,3rd Class,350033,£7 15s 11d
"WENNERSTRöM, Mr August",Survivor,Sweden,27.0,Passenger,Male,3rd Class,350043,£7 15s 11d
"FISCHER, Mr Eberhard Thelander",Victim,Sweden,18.0,Passenger,Male,3rd Class,350036,£7 15s 11d
"BUCKLEY, Mr Daniel",Survivor,Ireland,21.0,Passenger,Male,3rd Class,330920,£7 15s 17d
"PERSSON, Mr Ernst Ulrik",Survivor,Sweden,25.0,Passenger,Male,3rd Class,347083,£7 15s 6d
"MIDTSJø, Mr Karl Albert",Survivor,Norway,21.0,Passenger,Male,3rd Class,345501,£7 15s 6d
"ANDERSSON, Mr Johan Samuel",Victim,Sweden,26.0,Passenger,Male,3rd Class,347075,£7 15s 6d
"ARONSSON, Mr Ernst Axel Algot",Victim,Sweden,24.0,Passenger,Male,3rd Class,349911,£7 15s 6d
"BENGTSSON, Mr Johan Viktor",Victim,Sweden,26.0,Passenger,Male,3rd Class,347068,£7 15s 6d
"EDVARDSSON, Mr Gustaf Hjalmar",Victim,Sweden,18.0,Passenger,Male,3rd Class,349912,£7 15s 6d
"EKLUND, Mr Hans Linus",Victim,Sweden,16.0,Passenger,Male,3rd Class,347074,£7 15s 6d
"GUSTAFSSON, Mr Karl Gideon",Victim,Sweden,19.0,Passenger,Male,3rd Class,347069,£7 15s 6d
"JOHNSON, Mr Malkolm Joackim",Victim,United States,33.0,Passenger,Male,3rd Class,347062,£7 15s 6d
"LARSSON-RONDBERG, Mr Edvard A.",Victim,Sweden,22.0,Passenger,Male,3rd Class,347065,£7 15s 6d
"LARSSON, Mr Bengt Edvin",Victim,Sweden,29.0,Passenger,Male,3rd Class,347067,£7 15s 6d
"PEDERSEN, Mr Olaf",Victim,Norway,28.0,Passenger,Male,3rd Class,345498,£7 15s 6d
"PETTERSSON, Mr Johan Emil",Victim,Sweden,25.0,Passenger,Male,3rd Class,347076,£7 15s 6d
"BIRKELAND, Mr Hans Martin Monsen",Victim,Norway,21.0,Passenger,Male,3rd Class,312992,£7 15s 6d
"HENRIKSSON, Miss Jenny Lovisa",Victim,Sweden,28.0,Passenger,Female,3rd Class,347086,£7 15s 6d
"ROMMETVEDT, Mr Knud Paust",Victim,Norway,49.0,Passenger,Male,3rd Class,312993,£7 15s 6d
"JOHANSSON PALMQUIST, Mr Oskar Leander",Survivor,Sweden,26.0,Passenger,Male,3rd Class,347070,£7 15s 6d
"MOSS, Mr Albert Johan",Survivor,Norway,29.0,Passenger,Male,3rd Class,312991,£7 15s 6d
"NILSSON, Miss Berta Olivia",Survivor,Sweden,18.0,Passenger,Female,3rd Class,347066,£7 15s 6d
"ÖHMAN, Miss Velin",Survivor,Sweden,22.0,Passenger,Female,3rd Class,347085,£7 15s 6d
"OLSSON, Mr Oscar Wilhelm",Survivor,Sweden,32.0,Passenger,Male,3rd Class,347079,£7 15s 6d
"ANDERSSON, Miss Ida Augusta Margareta",Victim,Sweden,38.0,Passenger,Female,3rd Class,347091,£7 15s 6d
"JOHANSSON, Mr Karl Johan",Victim,United States,31.0,Passenger,Male,3rd Class,347063,£7 15s 6d
"LINDAHL, Miss Agda Thorilda Viktoria",Victim,Sweden,25.0,Passenger,Female,3rd Class,347071,£7 15s 6d
"PETTERSSON, Miss Ellen Natalia",Victim,Sweden,18.0,Passenger,Female,3rd Class,347087,£7 15s 6d
"SVENSSON, Mr Johan",Victim,Sweden,74.0,Passenger,Male,3rd Class,347060,£7 15s 6d
"MCDERMOTT, Miss Bridget Delia",Survivor,Ireland,31.0,Passenger,Female,3rd Class,330932,£7 15s 8d
"NOSWORTHY, Mr Richard Cater",Victim,England,21.0,Passenger,Male,3rd Class,39886,£7 16s
"O'LEARY, Miss Hanora ""Nora""",Survivor,Ireland,16.0,Passenger,Female,3rd Class,330919,£7 16s 7d
"SHINE, Miss Ellen Natalia",Survivor,England,20.0,Passenger,Female,3rd Class,330968,£7 16s 7d
"O'BRIEN, Mr Timothy",Victim,Ireland,21.0,Passenger,Male,3rd Class,330979,£7 16s 7d
"KELLY, Mr James [3]",Victim,Irealnd,44.0,Passenger,Male,3rd Class,363592,£7 16s 7d 
"GOLDSMITH, Mr Nathan",Victim,,41.0,Passenger,Male,3rd Class,3101263,£7 17s
"ANGHELOFF, Mr Minko",Victim,Bulgaria,26.0,Passenger,Male,3rd Class,349202,£7 17s 11d
"BALKIC, Mr Cerin",Victim,Bosnia,26.0,Passenger,Male,3rd Class,349248,£7 17s 11d
"BOSTANDYEFF, Mr Guentcho",Victim,,26.0,Passenger,Male,3rd Class,349224,£7 17s 11d
"COLEFF, Mr Satio",Victim,Bulgaria,24.0,Passenger,Male,3rd Class,349209,£7 17s 11d
"COLTCHEFF, Mr Peju",Victim,Bulgaria,36.0,Passenger,Male,3rd Class,349210,£7 17s 11d
"COR, Mr Bartol",Victim,Croatia,35.0,Passenger,Male,3rd Class,349230,£7 17s 11d
"COR, Mr Ivan",Victim,Hungary,27.0,Passenger,Male,3rd Class,349229,£7 17s 11d
"COR, Mr Liudevit",Victim,Hungary,19.0,Passenger,Male,3rd Class,349231,£7 17s 11d
"DANOFF, Mr Yoto",Victim,,27.0,Passenger,Male,3rd Class,349219,£7 17s 11d
"DELALIC, Mr Redjo",Victim,Bosnia,25.0,Passenger,Male,3rd Class,349250,£7 17s 11d
"DENKOFF, Mr Mitto",Victim,,30.0,Passenger,Male,3rd Class,349225,£7 17s 11d
"DRAZENOVIC, Mr Jozef",Victim,Croatia,33.0,Passenger,Male,3rd Class,349241,£7 17s 11d
"GHEORGHEFF, Mr Stanio",Victim,Bulgaria,,Passenger,Male,3rd Class,349254,£7 17s 11d
"HENDEKOVIC, Mr Ignjac",Victim,,28.0,Passenger,Male,3rd Class,349243,£7 17s 11d
"ILIEFF, Mr Ylio",Victim,,32.0,Passenger,Male,3rd Class,349220,£7 17s 11d
"IVANOFF, Mr Kanio",Victim,Bulgaria,20.0,Passenger,Male,3rd Class,349201,£7 17s 11d
"JONKOFF, Mr Lalio",Victim,Bulgaria,23.0,Passenger,Male,3rd Class,349204,£7 17s 11d
"KARAJIC, Mr Milan",Victim,Hungary,30.0,Passenger,Male,3rd Class,349246,£7 17s 11d
"KRAEFF, Mr Theodor",Victim,Bulgaria,,Passenger,Male,3rd Class,349253,£7 17s 11d
"LALEFF, Mr Kristo",Victim,Bulgaria,23.0,Passenger,Male,3rd Class,349217,£7 17s 11d
"LYNTAKOFF, Mr Stanko",Victim,,44.0,Passenger,Male,3rd Class,349235,£7 17s 11d
"MARKOFF, Mr Marin",Victim,Bulgaria,35.0,Passenger,Male,3rd Class,349213,£7 17s 11d
"MARKUN, Mr Johann",Victim,,33.0,Passenger,Male,3rd Class,349257,£7 17s 11d
"MIHOFF, Mr Stoytcho",Victim,Bulgaria,28.0,Passenger,Male,3rd Class,349207,£7 17s 11d
"MINEFF, Mr Ivan",Victim,,24.0,Passenger,Male,3rd Class,349233,£7 17s 11d
"MINKOFF, Mr Lazar",Victim,Bulgaria,21.0,Passenger,Male,3rd Class,349211,£7 17s 11d
"MITKOFF, Mr Mito",Victim,,23.0,Passenger,Male,3rd Class,349221,£7 17s 11d
"NAIDENOFF, Mr Penko",Victim,Bulgaria,22.0,Passenger,Male,3rd Class,349206,£7 17s 11d
"NANKOFF, Mr Minko",Victim,,32.0,Passenger,Male,3rd Class,349218,£7 17s 11d
"NENKOFF, Mr Christo",Victim,,22.0,Passenger,Male,3rd Class,349234,£7 17s 11d
"PAVLOVIC, Mr Stefo",Victim,Hungary,32.0,Passenger,Male,3rd Class,349242,£7 17s 11d
"PETROFF, Mr Nedialco",Victim,Bulgaria,19.0,Passenger,Male,3rd Class,349212,£7 17s 11d
"PETROFF, Mr Pastcho",Victim,Bulgaria,29.0,Passenger,Male,3rd Class,349215,£7 17s 11d
"PLOTCHARSKY, Mr Vasil",Victim,,27.0,Passenger,Male,3rd Class,349227,£7 17s 11d
"RADEFF, Mr Alexander",Victim,,27.0,Passenger,Male,3rd Class,349223,£7 17s 11d
"REKIC, Mr Tido",Victim,Bosnia,38.0,Passenger,Male,3rd Class,349249,£7 17s 11d
"SIVIC, Mr Husein",Victim,Bosnia,40.0,Passenger,Male,3rd Class,349251,£7 17s 11d
"SLABENOFF, Mr Petco",Victim,,42.0,Passenger,Male,3rd Class,349214,£7 17s 11d
"STANEFF, Mr Ivan",Victim,Bulgaria,23.0,Passenger,Male,3rd Class,349208,£7 17s 11d
"STOYTCHEFF, Mr Ilia",Victim,Bulgaria,19.0,Passenger,Male,3rd Class,349205,£7 17s 11d
"TODOROFF, Mr Lalio",Victim,Bulgaria,23.0,Passenger,Male,3rd Class,349216,£7 17s 11d
"TOTEVSKI, Mr Hristo Danchev",Victim,Bulgaria,25.0,Passenger,Male,3rd Class,349203,£7 17s 11d
"TURCIN, Mr Stjepan",Victim,Croatia,36.0,Passenger,Male,3rd Class,349247,£7 17s 11d
"VOVK, Mr Janko",Victim,,21.0,Passenger,Male,3rd Class,349252,£7 17s 11d
"PETRANEC, Miss Matilda",Victim,Hungary,28.0,Passenger,Female,3rd Class,349245,£7 17s 11d
"JAL?EVAC, Mr Ivan",Survivor,Croatia,29.0,Passenger,Male,3rd Class,349240,£7 17s 11d
"DIKA, Mr Mirko",Victim,Croatia,17.0,Passenger,Male,3rd Class,349232,£7 17s 11d
"DINTCHEFF, Mr Valtcho",Victim,,43.0,Passenger,Male,3rd Class,349226,£7 17s 11d
"MARINKO, Mr Dmitri",Victim,Yugoslavia,23.0,Passenger,Male,3rd Class,349238,£7 17s 11d
"MATINOFF, Mr Nicola",Victim,Bulgaria,30.0,Passenger,Male,3rd Class,349255,£7 17s 11d
"SDYCOFF, Mr Todor",Victim,,42.0,Passenger,Male,3rd Class,349222,£7 17s 11d
"KARLSSON, Mr Julius Konrad Eugen",Victim,Sweden,33.0,Passenger,Male,3rd Class,347465,£7 17s 1d
"KLASéN, Mr Klas Albin",Victim,Sweden,18.0,Passenger,Male,3rd Class,350404,£7 17s 1d
"HANSEN, Mr Henrik Juul",Victim,Denmark,26.0,Passenger,Male,3rd Class,350025,£7 17s 1d
"JENSEN, Mr Svend Lauritz",Victim,Denmark,17.0,Passenger,Male,3rd Class,350047,£7 17s 1d
"JONSSON, Mr Carl",Survivor,Sweden,25.0,Passenger,Male,3rd Class,350417,£7 17s 1d
"ANDREASSON, Mr Paul Edvin",Victim,Sweden,20.0,Passenger,Male,3rd Class,347466,£7 17s 1d
"AUGUSTSSON, Mr Albert",Victim,Sweden,23.0,Passenger,Male,3rd Class,347468,£7 17s 1d
"CARLSSON, Mr Carl Robert",Victim,Sweden,24.0,Passenger,Male,3rd Class,350409,£7 17s 1d
"JOHANSSON, Mr Nils",Victim,United States,29.0,Passenger,Male,3rd Class,347467,£7 17s 1d
"JöNSSON, Mr Nils Hilding",Victim,Sweden,27.0,Passenger,Male,3rd Class,350408,£7 17s 1d
"NILSSON, Mr August Ferdinand",Victim,Sweden,21.0,Passenger,Male,3rd Class,350410,£7 17s 1d
"VENDEL, Mr Olof Edvin",Victim,Sweden,20.0,Passenger,Male,3rd Class,350416,£7 17s 1d
"HANSEN, Mr Henry Damsgaard",Victim,Denmark,21.0,Passenger,Male,3rd Class,350029,£7 17s 1d
"BRAF, Miss Elin Ester Maria",Victim,Sweden,20.0,Passenger,Female,3rd Class,347471,£7 17s 1d
"VESTRöM, Miss Hulda Amanda Adolfina",Victim,Sweden,14.0,Passenger,Female,3rd Class,350406,£7 17s 1d
"ANDERSEN-JENSEN, Miss Carla Christine Nielsine",Survivor,Denmark,19.0,Passenger,Female,3rd Class,350046,£7 17s 1d
"LUNDIN, Miss Olga Elida",Survivor,United States,23.0,Passenger,Female,2nd Class,347469,£7 17s 1d
"NILSSON, Miss Helmina Josefina",Survivor,Sweden,26.0,Passenger,Female,3rd Class,347470,£7 17s 1d
"JENSEN, Mr Hans Peder",Victim,Denmark,20.0,Passenger,Male,3rd Class,350050,£7 17s 1d
"OLSSON, Miss Elina",Victim,Sweden,31.0,Passenger,Female,3rd Class,350407,£7 17s 1d
"OLSSON, Mr Nils Johan Göransson",Victim,Sweden,28.0,Passenger,Male,3rd Class,347464,£7 17s 1d
"ZIMMERMANN, Mr Leo",Victim,Germany,29.0,Passenger,Male,3rd Class,315082,£7 17s 6d
"FOLEY, Mr Joseph",Victim,United States,19.0,Passenger,Male,3rd Class,330910,£7 17s 7d
"LINEHAN, Mr Michael",Victim,Ireland,21.0,Passenger,Male,3rd Class,330971,£7 17s 7d
"LOCKYER, Mr Edward Thomas",Victim,England,21.0,Passenger,Male,3rd Class,1222,£7 17s 7d
"BARRY, Miss Julia",Victim,United States,26.0,Passenger,Female,3rd Class,330844,£7 17s 7d
"DEVANEY, Miss Margaret Delia",Survivor,Ireland,19.0,Passenger,Female,3rd Class,330958,£7 17s 7d
"MCGOVERN, Ms Mary",Survivor,Ireland,22.0,Passenger,Female,3rd Class,330931,£7 17s 7d
"MOCKLER, Miss Ellen Mary",Survivor,Ireland,23.0,Passenger,Female,3rd Class,330980,£7 17s 7d
"O'DWYER, Miss Ellen ""Nellie""",Survivor,Ireland,25.0,Passenger,Female,3rd Class,330959,£7 17s 7d
"BURNS, Miss Mary Delia",Victim,Ireland,17.0,Passenger,Female,3rd Class,330963,£7 17s 7d
"MAHON, Miss Bridget Delia",Victim,Ireland,20.0,Passenger,Female,3rd Class,330924,£7 17s 7d
"HYMAN, Mr Abraham Joseph",Survivor,England,34.0,Passenger,Male,3rd Class,3470,£7 17s 9d
"ALEXANDER, Mr William",Victim,England,23.0,Passenger,Male,3rd Class,3474,£7 17s 9d
"ALHOMäKI, Mr Ilmari Rudolf",Victim,Finland,19.0,Passenger,Male,3rd Class,3101287,£7 18s 6d
"GUSTAFSSON, Mr Anders Vilhelm",Victim,Finland,37.0,Passenger,Male,3rd Class,3101276,£7 18s 6d
"MäKINEN, Mr Kalle Edvard",Victim,Finland,29.0,Passenger,Male,3rd Class,3101268,£7 18s 6d
"PEKONIEMI, Mr Edvard",Victim,Finland,21.0,Passenger,Male,3rd Class,3101294,£7 18s 6d
"PELTOMäKI, Mr Nikolai Johannes",Victim,Finland,25.0,Passenger,Male,3rd Class,3101291,£7 18s 6d
"SALONEN, Mr Johan Werner",Victim,United States,29.0,Passenger,Male,3rd Class,3101296,£7 18s 6d
"SIVOLA, Mr Antti Wilhelm",Victim,United States,21.0,Passenger,Male,3rd Class,3101280,£7 18s 6d
"TIKKANEN, Mr Juho",Victim,Finland,32.0,Passenger,Male,3rd Class,3101293,£7 18s 6d
"HEININEN, Miss Wendla Maria",Victim,Finland,23.0,Passenger,Female,3rd Class,3101290,£7 18s 6d
"ILMAKANGAS, Miss Ida Livija",Victim,United States,27.0,Passenger,Female,3rd Class,3101270,£7 18s 6d
"ILMAKANGAS, Miss Pieta Sofia",Victim,Finland,25.0,Passenger,Female,3rd Class,3101271,£7 18s 6d
"NIEMINEN, Miss Manta Josefina",Victim,Finland,29.0,Passenger,Female,3rd Class,3101297,£7 18s 6d
"ABRAHAMSSON, Mr Abraham August Johannes",Survivor,Finland,20.0,Passenger,Male,3rd Class,3101284,£7 18s 6d
"ANDERSSON, Miss Erna Alexandra",Survivor,Finland,17.0,Passenger,Female,3rd Class,3101281,£7 18s 6d
"HEIKKINEN, Miss Laina",Survivor,Finland,26.0,Passenger,Female,3rd Class,3101282,£7 18s 6d
"HONKANEN, Miss Eliina",Survivor,Finland,27.0,Passenger,Female,3rd Class,3101283,£7 18s 6d
"JUSSILA, Mr Eiriik",Survivor,Finland,32.0,Passenger,Male,3rd Class,3101286,£7 18s 6d
"LINDQVIST, Mr Eino William",Survivor,Finland,20.0,Passenger,Male,3rd Class,3101285,£7 18s 6d
"NISKäNEN, Mr Juha",Survivor,United States,39.0,Passenger,Male,3rd Class,3101289,£7 18s 6d
"STRANDéN, Mr Juho Niilosson",Survivor,Finland,31.0,Passenger,Male,3rd Class,3101288,£7 18s 6d
"SUNDMAN, Mr Johan Julian",Survivor,Finland,44.0,Passenger,Male,3rd Class,3101269,£7 18s 6d
"GUSTAFSSON, Mr Johan Birger",Victim,Finland,28.0,Passenger,Male,3rd Class,3101277,£7 18s 6d
"LEINONEN, Mr Antti Gustaf",Victim,Finland,32.0,Passenger,Male,3rd Class,3101292,£7 18s 6d
"SUTEHALL, Mr Henry Jr",Victim,England,25.0,Passenger,Male,3rd Class,392076,£7 1s
"ALI, Mr Ahmed",Victim,Argentina,24.0,Passenger,Male,3rd Class,3101311,£7 1s
"ALI, Mr William",Victim,Argentina,25.0,Passenger,Male,3rd Class,3101312,£7 1s
"ASIM, Mr Adola",Victim,Argentina,35.0,Passenger,Male,3rd Class,3101310,£7 1s
"ASSAM, Mr Ali",Victim,Argentina,23.0,Passenger,Male,3rd Class,3101309,£7 1s
"COELHO, Mr Domingos Fernandeo",Victim,,20.0,Passenger,Male,3rd Class,3101307,£7 1s
"ESTANISLAU, Mr Manuel Gonçalves",Victim,,37.0,Passenger,Male,3rd Class,3101306,£7 1s
"JARDIM, Mr José Neto",Victim,,21.0,Passenger,Male,3rd Class,3101305,£7 1s
"FINOLI, Mr Luigi",Survivor,,34.0,Passenger,Male,3rd Class,3101308,£7 1s
