id,turns,victory_status,winner,white_rating,black_rating,opening_name
EvgJE1oF,58,mate,black,1209,1480,Saragossa Opening
eiBXGTc5,64,outoftime,black,1500,1480,English Opening: Great Snake Variation
U75VXk4m,60,mate,black,1500,1480,Van Geet Opening
6uuOABI0,141,resign,white,1480,1221,Italian Game: Giuoco Pianissimo |  Normal
HFkSKiJb,58,resign,black,1480,1500,Scandinavian Defense: Mieses-Kotroc Variation
Boh1VmhD,63,resign,white,1480,1282,Sicilian Defense: Venice Attack
Iuz38Slc,154,mate,black,1276,1480,King's Pawn Game: Leonardis Variation
jlXnFiTF,109,draw,draw,1475,1480,Scotch Game
NnG3DpQR,22,resign,black,1301,1480,Vienna Game: Vienna Gambit
EGSWIYoS,55,mate,white,1480,1301,Four Knights Game: Italian Variation
45r8qtJn,35,resign,white,1500,1480,Queen's Pawn Game #2
hEJi1aL5,59,mate,white,1480,1233,Elephant Gambit
yQQjoYGB,6,resign,white,1480,1269,Three Knights Opening
L3cB9A8i,148,mate,black,1498,1480,Four Knights Game: Scotch Variation
ungcUXYT,49,mate,white,1480,944,Four Knights Game: Italian Variation
aIi2icYa,16,resign,black,1109,1171,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit
lDRnTCcP,29,resign,white,1269,1136,Queen's Pawn Game: Chigorin Variation
XJKd5Mg5,78,resign,black,1197,1078,Mieses Opening
RocPNgUB,25,resign,white,1637,1205,Queen's Pawn
15L0Q13h,59,mate,white,1137,1324,Mikenas Defense
6a1t7IsT,55,outoftime,white,1181,1200,King's Pawn Game: Maroczy Defense
NxkAjaro,15,resign,white,1123,1256,Queen's Pawn
DAHBcKXU,75,outoftime,white,1290,1179,Bishop's Opening: Khan Gambit
ZOnWQk8z,5,resign,white,1297,1346,Pirc Defense #5
rGmjj11s,46,mate,black,1346,1354,Mikenas Defense
CagKidXh,35,resign,white,1545,1500,Scotch Game
KsdHr6Qb,39,mate,white,1500,1409,Goldsmith Defense
mFbRQBEx,28,mate,black,1500,1725,Anderssen Opening
Yu8MsZFD,63,mate,white,1691,1500,Philidor Defense #3
isAMY5CE,51,resign,white,1500,1500,Pirc Defense #5
uFsQXxgn,26,mate,black,1500,1542,King's Pawn Game: Leonardis Variation
XXJDMkyZ,35,mate,white,1542,1500,Hippopotamus Defense #2
YnPotWoF,10,mate,black,1500,1827,King's Pawn Game: Leonardis Variation
8USumFSe,58,mate,black,1500,1348,English Opening: The Whale
8mNaOWxA,52,mate,black,1500,1331,French Defense: Queen's Knight
tO1vRAuf,84,resign,black,1876,1906,Sicilian Defense: Kramnik Variation
KDtJom5w,79,mate,white,1837,1900,Queen's Pawn Game: Chigorin Variation
ybY5V6ZC,40,resign,black,1923,1887,Philidor Defense: Exchange Variation #3
MhgT4dwy,64,resign,black,1935,1875,Philidor Defense
b9FGH8w4,66,resign,black,1885,1897,French Defense: Advance Variation |  Paulsen Attack
fwlL2E0m,141,mate,white,1874,1876,Modern Defense
c9FtlI88,68,resign,black,1883,1961,Sicilian Defense: Delayed Alapin Variation
b91oXkOW,59,resign,white,1872,1895,Reti Opening
2sbOlJlS,56,resign,black,1907,1860,Sicilian Defense: Alapin Variation
7xvHfSLD,41,resign,white,1847,1921,Catalan Opening
mSgH0stL,68,resign,black,1932,1951,Bishop's Opening
2OTuvYhU,92,resign,black,1972,1919,Sicilian Defense: Old Sicilian
Cyri01zi,126,resign,black,1929,1955,Bishop's Opening
n26aFPdG,56,resign,black,1941,1925,Ruy Lopez: Exchange Variation |  Normal Variation
vrxpPM8d,102,outoftime,black,1947,1929,Sicilian Defense: Delayed Alapin Variation
eWevjNQQ,114,resign,black,1941,1925,Italian Game: Hungarian Defense
QS09QpF4,36,resign,black,1947,2114,French Defense: Advance Variation
9K96UN86,3,draw,draw,1942,2119,Sicilian Defense: Alapin Variation
uAqIzIhW,112,resign,black,1949,2104,French Defense: Advance Variation |  Paulsen Attack
0RBlFblb,99,resign,black,1176,1704,Center Game: Normal Variation
ooJUb6U6,54,resign,black,1259,1704,French Defense: Knight Variation
xVx0ywcx,74,mate,black,1307,1704,French Defense: Paulsen Variation
9ous45yw,25,resign,white,1691,1704,Danish Gambit Accepted
9K1wFhnL,73,resign,white,1432,1704,Ware Opening
QFmMrAFq,25,resign,white,1459,1704,Ruy Lopez: Exchange Variation
fdm3oiLD,21,resign,white,1746,1704,King's Gambit Accepted |  Polerio Gambit
9bn2DLFR,40,mate,black,1500,1521,Grob Opening
UQJ6LWAb,153,resign,white,2001,1740,Queen's Pawn Game: Mason Attack
CSsDKokw,126,outoftime,black,1759,1532,Scandinavian Defense: Mieses-Kotroc Variation
0f2q0fGY,62,resign,black,1757,1895,Scandinavian Defense: Main Line
KPL9pbc2,45,resign,white,1853,1766,Philidor Defense
6FQffwjT,92,resign,black,1579,1760,Bishop's Opening: Berlin Defense
bcH5JWMu,143,draw,draw,1768,1824,Rat Defense: Small Center Defense
CQguSmqj,68,draw,draw,1775,1544,French Defense: Knight Variation
UqlQbYEC,71,resign,white,1603,1559,Saragossa Opening
hxJVNbjt,45,resign,white,1371,1576,Queen's Gambit Accepted
vgeYio5y,62,mate,black,1455,1568,Queen's Pawn Game: Krause Variation
ezbu9ukV,62,mate,black,1581,1535,Old Indian Defense
pkItqr4S,38,resign,black,1585,1820,Benoni Defense: Modern Variation
AXJm2Z6L,23,resign,white,1633,1595,Italian Game: Giuoco Pianissimo |  Normal
wp9i176e,68,resign,black,1795,1578,Queen's Gambit Declined: Queen's Knight Variation
WyWgKbj3,16,resign,white,1489,1592,Queen's Pawn Game: Mason Attack
PbnpatzB,52,resign,black,1602,1636,Queen's Gambit Declined
I0s66a71,67,outoftime,white,1591,1581,Benoni Defense: Czech Benoni Defense
hmi2KLq5,105,mate,white,1547,1604,Sicilian Defense: Closed Variation |  Traditional
O9t3Tj18,39,mate,white,1594,1554,Queen's Gambit Refused: Baltic Defense
jgAKBKtE,29,mate,white,1578,1787,Slav Defense: Slav Gambit |  Alekhine Attack
E27wfnJV,51,resign,white,1568,1549,Semi-Slav Defense: Chigorin Defense
AQFjaepG,148,draw,draw,1371,1573,Queen's Pawn Game: Krause Variation
3tsj5WmL,23,resign,white,1635,1583,Ruy Lopez: Berlin Defense #2
1R6OniJM,111,resign,white,1576,1437,Sicilian Defense: Open
SnMR0pF1,51,mate,white,1567,1494,Ruy Lopez: Steinitz Defense
gzp0O4oQ,62,resign,black,1504,1558,Italian Game: Giuoco Pianissimo
G8N3e5IJ,38,resign,black,1600,1545,Giuoco Piano
KcAdTe7V,83,mate,white,1532,1614,Ruy Lopez
HIxTguap,26,mate,black,1629,1517,Bishop's Opening: Boi Variation
RYZCCjsJ,49,resign,black,1525,1633,Sicilian Defense: Hyperaccelerated Pterodactyl
Y228TdMP,74,resign,black,1649,1510,Nimzo-Larsen Attack: Classical Variation
iZSiMjQt,60,mate,black,1525,1385,Italian Game: Two Knights Defense |  Modern Bishop's Opening
ddu4VL3Y,118,resign,black,1531,1689,Queen's Gambit Accepted: Old Variation
xIWS8LDk,94,resign,black,1545,1461,Ruy Lopez: Steinitz Defense
QU0SRn8U,118,outoftime,black,1612,1531,English Opening: King's English Variation |  Two Knights Variation |  Smyslov System
zO8AfB84,52,resign,black,1534,1868,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense
VTNnyUPY,116,mate,black,1600,1521,Scandinavian Defense
SBmfTe8J,35,resign,white,1533,1532,Ruy Lopez: Exchange Variation
ed1dHxYZ,99,outoftime,white,1532,1472,French Defense: Normal Variation
4w3FEbCs,47,resign,white,1632,1541,Giuoco Piano
NrwYGUr6,170,mate,black,1551,1574,Italian Game: Anti-Fried Liver Defense
CaKTqCEQ,99,mate,white,1628,1560,Ruy Lopez: Morphy Defense |  Anderssen Variation
vovowWOT,101,mate,white,1638,1570,Queen's Pawn Game: Krause Variation
QVRX3jdW,64,mate,black,1575,1772,Petrov's Defense #2
bB3O6fjC,87,outoftime,white,1477,1590,Scandinavian Defense: Mieses-Kotroc Variation
ADubXa6s,118,draw,draw,1651,1608,Queen's Pawn Game: Steinitz Countergambit
P0EDJR9J,121,mate,white,1598,1539,Scandinavian Defense: Main Line
mDHMtvra,131,mate,white,1586,1607,French Defense: Advance Variation
8Ptqr5bT,79,mate,white,1585,1045,Elephant Gambit
6YSIXjZS,35,resign,white,1671,1594,Ruy Lopez: Schliemann Defense |  Jaenisch Gambit Accepted
UWBzJLz7,30,resign,white,1633,1604,Sicilian Defense: McDonnell Attack
RaWAdnRG,21,resign,black,1616,1600,Queen's Gambit Accepted: Central Variation |  Greco Variation
EKfyUH0x,65,resign,white,1939,1619,Scandinavian Defense: Mieses-Kotroc Variation
Qw0WQgml,102,mate,black,1423,1614,Scandinavian Defense
Ojdw47zH,78,resign,black,1628,1538,French Defense: Advance Variation #2
uFVnlsnN,41,mate,white,1838,1610,Queen's Gambit Accepted: Old Variation
AXjBBR3T,82,resign,white,2067,1843,Queen's Pawn Game: Mason Attack
kV1i0Sv6,55,mate,white,1825,2109,King's Indian Defense: Orthodox Variation
ROPmLYZ9,71,mate,white,2099,1829,King's Indian Attack
es8tB7nv,108,resign,black,1836,1987,Queen's Gambit Declined: Modern Variation |  Normal Line
3P9pT2HT,113,resign,white,1817,2085,Yusupov-Rubinstein System
rtNXZ50h,43,resign,white,1799,2073,Queen's Gambit Declined: 4.Bg5 Be7
eSXUIRBW,100,mate,black,1867,1785,Sicilian Defense: O'Kelly Variation |  Normal System |  Taimanov Line
FULQAL1Z,97,mate,white,1771,1875,English Defense #2
nRtf64uE,36,resign,black,1861,1757,King's Gambit Declined |  Mafia Defense
12lLy5cK,26,resign,white,1728,1769,Queen's Pawn Game: Levitsky Attack
xpYwFFxG,40,resign,black,1786,1609,Colle System
BwYLFRtr,98,resign,black,1500,1782,Englund Gambit Declined |  Reversed French
UCFM4J1W,32,resign,white,1684,1785,Queen's Gambit Declined: Queen's Knight Variation
nnVJ3VGV,59,resign,white,1782,1484,Queen's Gambit Refused: Albin Countergambit
Eo0Vsnnn,29,resign,white,1809,1792,Sicilian Defense: Smith-Morra Gambit
UwEGTvux,34,resign,black,1805,1757,Queen's Pawn Game
1mi4pfwv,35,resign,white,1803,1335,Queen's Gambit Refused: Marshall Defense
q5sOl72s,69,resign,white,1663,1826,Sicilian Defense: Smith-Morra Gambit
a7IX1QFr,41,resign,white,1813,1874,Queen's Gambit Accepted: Old Variation
XtBKGBff,127,resign,white,1801,1854,Queen's Pawn Game
5PYHXpvF,45,resign,black,1808,1947,Queen's Pawn Game: Colle System
vdHgIwh6,46,resign,black,1831,1796,Sicilian Defense: O'Kelly Variation |  Reti System
HT5qFt31,19,resign,white,1480,1815,Sicilian Defense: O'Kelly Variation |  Normal System |  Taimanov Line
3p3V6POr,83,resign,white,1806,1728,Slav Defense: Exchange Variation |  Schallopp Variation
N8b24Rn8,65,resign,white,1798,1885,Queen's Pawn Game: Colle System |  Gruenfeld Formation
Vwtqrok7,86,draw,draw,1804,1869,French Defense: Exchange Variation
tc7uJ7wy,97,mate,white,1858,1814,Sicilian Defense: McDonnell Attack
l8UojVQB,105,draw,draw,1812,1874,Slav Defense
WQLn8OYD,51,mate,white,1847,1822,Sicilian Defense: O'Kelly Variation |  Normal System |  Taimanov Line
HvgVmeCS,53,outoftime,white,1888,1831,Sicilian Defense: McDonnell Attack
lePxqwgD,64,outoftime,black,1839,1967,Queen's Gambit Declined: Modern Variation |  Normal Line
D14rRdhl,76,resign,black,1846,1977,French Defense: Exchange Variation
G86sua0a,76,mate,black,1845,2011,Queen's Gambit Declined: Lasker Defense
SuaSvICp,33,resign,white,1997,1852,Nimzowitsch-Larsen Attack
zNY1Nmcu,139,draw,draw,1976,1848,Sicilian Defense: Open #2
qqbXj0zH,65,outoftime,white,1841,1847,Sicilian Defense: Wing Gambit
uSPut5yZ,25,mate,white,1235,1669,Italian Game: Two Knights Defense
0i1eH7rb,67,resign,white,1924,1674,King's Gambit Accepted |  Cunningham Defense
3jXLU6CK,96,mate,black,1693,1455,Queen's Gambit Refused: Marshall Defense
WYV2hSkg,62,resign,white,1683,1619,Queen's Gambit Declined: Modern Variation |  Normal Line
xYroPBTn,102,mate,black,1588,1674,Giuoco Piano
YCR8znTQ,63,resign,white,1661,1680,Old Indian Defense
rG9IDZX4,46,resign,black,1199,1659,Three Knights Opening #2
Cbf1DV4y,100,resign,white,1565,1673,Ruy Lopez: Morphy Defense |  Steinitz Deferred
mxEELz33,134,resign,black,1690,1540,Queen's Gambit Accepted: Old Variation
YVzk5mDm,72,resign,black,1696,1896,King's Indian Defense: Zinnowitz Variation
g7RhAqL1,81,mate,white,1888,1702,Scotch Game: Classical Variation
fP9EJmFz,87,outoftime,white,1696,1515,Queen's Gambit Declined: 4.Bg5 Be7
jpSijd8h,56,resign,white,1554,1713,Queen's Pawn Game: Krause Variation
s5MPEUTA,160,mate,black,1722,1817,Queen's Gambit Declined: Modern |  Knight Defense #3
RsuYz6yb,60,resign,white,1720,1334,Englund Gambit
VoCJWuYH,119,resign,white,1718,1205,Queen's Gambit Accepted: Old Variation
bRxcoKxd,18,mate,black,1652,1708,Scotch Game
uIFnZuzp,109,resign,black,1525,1494,Scotch Game
5R4XkFpr,84,resign,black,1530,1561,French Defense: King's Indian Attack
T3ele42s,76,resign,black,1575,1516,King's Indian Defense: Saemisch Variation |  Normal Defense
7YC57ydp,65,mate,white,1514,1108,Scotch Game
ier14cqw,27,resign,white,1602,1523,Torre Attack
ln5qrFnO,13,resign,black,1538,1452,Scotch Game
9qDsfrFp,66,mate,black,1541,1900,Scotch Game
rB8i6Dzx,79,resign,white,1708,1548,Pirc Defense #4
DDNH7sFe,76,mate,black,1270,1544,Lion Defense: Lion's Jaw
dnygAxsD,70,mate,black,1733,1732,Queen's Pawn Game: Veresov Attack |  Alburt Defense
evgLWuZO,105,resign,white,1732,1733,Dutch Defense
qwKfeTCN,5,resign,white,1733,1732,Nimzo-Larsen Attack: Indian Variation
uUTHWT8w,8,outoftime,black,1732,1733,Owen Defense
r4oWI0cP,60,resign,black,1733,1732,King's Gambit Accepted |  Bishop's Gambit
JKeJczLE,54,outoftime,black,1732,1733,King's Indian Defense: Four Pawns Attack |  Normal Attack
35KMeCFA,53,resign,white,1733,1732,King's Indian Attack
05YWdks5,55,mate,white,1732,1654,Semi-Slav Defense
eKF9cPiB,64,resign,black,1654,1732,Queen's Gambit Declined: Normal Defense
MRCjqKqM,146,resign,black,1732,1733,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
rcn3Y8yp,113,draw,draw,1732,1733,Nimzo-Indian Defense: Classical Variation
58DgmER9,102,resign,black,1733,1732,Semi-Slav Defense: Chigorin Defense
jSPwkjyc,15,resign,white,1733,1732,System: Double Duck Formation
8OJA6Sxo,33,resign,white,1558,1551,Scandinavian Defense: Mieses-Kotroc Variation
CMf4FoM6,119,mate,white,1532,1546,Owen Defense
KcuVX99S,50,mate,black,1377,1520,Scandinavian Defense
6OCGOozM,66,resign,black,1429,1487,Vienna Game: Zhuravlev Countergambit #2
ahVvm7tN,45,mate,white,1249,1500,Mieses Opening
yD9GU53S,36,mate,black,1249,1500,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
pkV7kkLm,31,mate,white,1202,1238,King's Pawn Game: Beyer Gambit
Awk1OiwG,51,resign,white,1227,1254,French Defense: Advance Variation #3
WOVjaD4w,29,resign,white,1134,1259,Russian Game: Urusov Gambit
Lu95SpVc,11,resign,white,1500,1134,Indian Game
29YxdZwB,77,outoftime,white,1220,1205,French Defense: Paulsen Variation
WviyACec,42,mate,black,1278,1357,Queen's Gambit
M2qpLzH1,16,resign,black,1278,1711,Queen's Gambit Refused: Marshall Defense
shKIoJVf,58,mate,black,1278,1500,Scandinavian Defense
UacusJUy,41,mate,white,1500,1278,Queen's Pawn Game
TMdMhN7L,16,resign,black,1278,1500,Scandinavian Defense
CMmnhKQ1,18,resign,white,1018,1278,Queen's Gambit Declined: Modern Variation
HocihZRD,10,resign,black,1278,1500,Bishop's Opening
nMm9t7YG,6,resign,black,1278,1500,Bishop's Opening
rThGMlRV,7,mate,white,1620,1278,Bishop's Opening
CMQjBK2t,74,mate,black,1278,1500,Ruy Lopez: Berlin Defense #2
Qm05wkjA,53,resign,white,1500,1278,Queen's Gambit Accepted
hptcHlRc,79,outoftime,white,1546,1278,Queen's Gambit Declined: Queen's Knight Variation
qWuqEzBj,70,mate,black,1278,1611,Sicilian Defense: Smith-Morra Gambit #2
DFF81aIa,47,mate,white,1406,1278,Queen's Gambit Refused: Chigorin Defense #3
eTrClrW9,41,mate,white,1477,1364,Sicilian Defense: Smith-Morra Gambit #2
RfBaLwlr,21,resign,white,1364,1283,Sicilian Defense: Canal Attack |  Main Line
6nvIsPDV,87,mate,white,1400,1259,Zukertort Opening: Black Mustang Defense
AiJsCNT3,57,resign,white,1423,1400,Owen Defense
LmprBKz4,60,outoftime,black,1400,1476,Zukertort Opening: Black Mustang Defense
r9ejdbjs,72,outoftime,black,1290,1400,English Opening
2Sm5QnMm,73,resign,white,1530,1400,Owen Defense
EdJ1mGWu,27,mate,white,1619,1400,Modern Defense
LLrbrute,44,resign,black,1400,1619,Nimzowitsch-Larsen Attack
ISYujqq4,72,mate,black,1302,1400,English Defense #2
eXZgZgwi,113,mate,white,1400,1475,Nimzowitsch-Larsen Attack
9E1SgFZK,46,resign,white,1400,1476,Zukertort Opening: Black Mustang Defense
ZXjwXxCx,16,resign,white,1741,1400,Owen Defense
UgQZzgHg,73,mate,white,1400,1028,Zukertort Opening: Queen's Gambit Invitation
1CMrbWII,106,draw,draw,1766,1400,Owen Defense
aan0lCgE,51,resign,white,1437,1400,English Defense #2
F1gPqpN4,18,resign,black,1352,1400,Owen Defense
EG0ljdQk,95,outoftime,white,1631,1400,Owen Defense: Smith Gambit
hjx8FroL,18,resign,white,1559,1400,English Defense #2
jtJwv4Nf,64,resign,black,1400,1635,Zukertort Opening: Sicilian Invitation
H7E4hWqv,9,resign,white,1400,1381,Nimzowitsch-Larsen Attack
9zedLmir,25,resign,black,1171,1400,Owen Defense
hbqcztwk,59,resign,white,1318,1400,Owen Defense
7O6Uuh0i,85,mate,white,1400,1372,Zukertort Opening: Kingside Fianchetto
kPp3lx0a,30,resign,black,1400,1387,Nimzowitsch-Larsen Attack
7DgjMvPQ,15,mate,white,1371,1400,Owen Defense
ZhXMXZu8,66,resign,black,1400,1349,Nimzowitsch-Larsen Attack
nvw8PP4G,38,mate,black,1675,1400,Owen Defense
5WaYGUjv,18,resign,black,1515,1400,Owen Defense
tiHGrDbt,81,mate,white,1400,1332,Zukertort Opening: Queen's Gambit Invitation
3HObSO6y,58,mate,black,1366,1400,Owen Defense
TmBFIrDI,31,resign,black,1589,1400,Owen Defense
9tDl0wdJ,49,resign,white,1400,1466,Nimzowitsch-Larsen Attack
FoFbRDek,44,resign,black,1400,1437,Zukertort Opening: Queen's Gambit Invitation
yEmVT4Ff,65,resign,white,1566,1400,Van't Kruijs Opening
I9DynYXT,40,mate,black,1356,1400,Owen Defense
5lUU79jk,28,resign,black,1400,1395,Zukertort Opening: Pirc Invitation
5KirX4DB,56,mate,black,1500,1400,Owen Defense
1kJh8jCW,19,resign,white,1400,1396,Zukertort Opening: Ross Gambit
iih0VufD,105,mate,white,1400,1412,Zukertort Opening: Queen's Gambit Invitation
6fzgRCRH,40,mate,black,1442,1400,Van Geet Opening
9BpmSP7f,50,mate,black,1532,1503,Queen's Pawn Game: Chigorin Variation
jIkYW7nv,40,resign,black,1385,1526,Italian Game: Giuoco Pianissimo
8KofQQqK,90,resign,black,1537,1509,Scotch Game: Scotch Gambit |  Dubois Reti Defense
Tl8phAtz,42,mate,black,1470,1528,Giuoco Piano
ajU9y63u,15,resign,white,1477,1541,Ruy Lopez: Steinitz Defense
POvbD2t8,48,resign,black,1556,1420,Scandinavian Defense: Mieses-Kotroc Variation
iaCpG2DG,15,mate,white,1552,1314,French Defense: Knight Variation
3G1C8IEN,57,resign,white,1545,1393,Sicilian Defense: French Variation
J2jh2xgs,50,mate,black,1517,1535,King's Gambit
ktXtvroH,44,mate,black,1514,1524,King's Pawn Game: Wayward Queen Attack
MrDIDa1I,52,outoftime,black,1552,1512,Three Knights Opening
zuLspihP,40,mate,black,1499,1501,English Opening: King's English Variation
uaJh6QVX,27,mate,white,1492,1456,Latvian Gambit: Mlotkowski Variation
cklM9vsS,95,resign,white,1484,1378,Sicilian Defense: Drazic Variation
5Du9cDLG,138,mate,black,1394,1475,Giuoco Piano
plvfG9dL,23,resign,black,1491,1283,Philidor Defense #3
ZodEE54s,48,resign,black,1508,1243,King's Pawn Game: Damiano Defense
YlviywCr,128,mate,black,1275,1504,Mieses Opening
nIDEZFAM,16,resign,black,1514,1515,Russian Game: Urusov Gambit
O0AFRQl3,34,resign,black,1482,1504,Philidor Defense
rDKpQWqV,131,draw,draw,1552,1491,King's Pawn Game: Mengarini's Opening
H1dXn4s6,28,resign,black,1455,1480,Ruy Lopez: Classical Variation
dUZ1CBAL,31,resign,white,1352,1496,Hungarian Opening: Reversed Alekhine
7JODKwpW,46,resign,black,1507,1494,French Defense: Knight Variation
59jEYrdF,35,mate,white,1496,1489,Scandinavian Defense: Mieses-Kotroc Variation
663gBw0G,52,resign,black,1461,1486,Italian Game: Giuoco Pianissimo |  Canal Variation
HT96bNtb,23,resign,white,1475,1465,French Defense: Knight Variation
HmNHomrz,111,resign,white,2193,1882,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation
3zrhB09M,19,resign,white,2193,1963,Queen's Gambit Refused: Chigorin Defense #2
9D1T4bWE,40,resign,black,1927,2193,English Opening: Symmetrical Variation |  Anti-Benoni Variation |  Spielmann Defense
8D7z3dd9,13,outoftime,white,2193,1965,Queen's Gambit Accepted: Rosenthal Variation
cDucnLQh,4,resign,black,1996,2193,Bird Opening: Dutch Variation
anIP5eUt,36,resign,black,1799,2193,Danish Gambit Accepted |  Copenhagen Defense
Wrt6jojA,53,resign,white,2193,1799,Slav Defense: Quiet Variation |  Pin Defense
1sR7lupq,46,resign,black,1799,2193,French Defense: Knight Variation
PGeCWgTi,135,mate,white,2145,2193,Italian Game: Two Knights Defense |  Modern Bishop's Opening
NKpFTUJs,24,resign,black,1814,2193,French Defense: Advance Variation |  Nimzowitsch System
xM0SwD6A,57,resign,white,2193,1864,Ruy Lopez: Cozio Defense
vBWzabLa,19,resign,white,2193,2002,Ruy Lopez: Exchange Variation |  King's Bishop Variation
W561gAQt,62,mate,black,2037,2157,Queen's Gambit Refused: Baltic Defense |  Pseudo-Chigorin
rcGHsqiZ,51,mate,white,2105,2047,French Defense: Knight Variation
XTbDYIsh,33,resign,white,2029,2040,Gruenfeld Defense: Stockholm Variation
ehSxjqh7,47,resign,white,1939,2177,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line
Y8hlvYrx,31,resign,white,2115,1945,Sicilian Defense #2
pL5yByJS,38,resign,black,1953,1973,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line
oBesEOOT,27,mate,white,1500,1906,Ruy Lopez: Berlin Defense |  Fishing Pole Variation
